metabolite name	formula	KEGG	CHEBI	MetaNetX	metaboliteLCSBID
1-phosphatidyl-1D-myo-inositol 3-phosphate (1-18:1, 2-18:1) [Golgi membrane]	C45H81O16P2	nan	CHEBI:77344	nan	None
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1) [cytoplasm]	C41H75O16P2	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1) [cytoplasm]	C41H73O16P2	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1) [cytoplasm]	C43H79O16P2	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1) [cytoplasm]	C43H77O16P2	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1) [cytoplasm]	C43H79O16P2	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1) [cytoplasm]	C43H77O16P2	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1) [cytoplasm]	C45H83O16P2	nan	CHEBI:77277	nan	None
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1) [cytoplasm]	C45H81O16P2	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-16:1) [endoplasmic reticulum membrane]	C41H75O16P2	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-16:1) [endoplasmic reticulum membrane]	C41H73O16P2	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-16:1) [endoplasmic reticulum membrane]	C43H79O16P2	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-16:1) [endoplasmic reticulum membrane]	C43H77O16P2	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:0, 2-18:1) [endoplasmic reticulum membrane]	C43H79O16P2	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-16:1, 2-18:1) [endoplasmic reticulum membrane]	C43H77O16P2	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:0, 2-18:1) [endoplasmic reticulum membrane]	C45H83O16P2	nan	CHEBI:77277	nan	None
1-phosphatidyl-1D-myo-inositol 4-phosphate (1-18:1, 2-18:1) [endoplasmic reticulum membrane]	C45H81O16P2	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1) [cell envelope]	C41H74O19P3	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1) [cell envelope]	C41H72O19P3	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1) [cell envelope]	C43H78O19P3	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1) [cell envelope]	C43H76O19P3	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1) [cell envelope]	C43H78O19P3	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1) [cell envelope]	C43H76O19P3	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1) [cell envelope]	C45H82O19P3	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1) [cell envelope]	C45H80O19P3	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-16:1) [cytoplasm]	C41H74O19P3	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-16:1) [cytoplasm]	C41H72O19P3	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-16:1) [cytoplasm]	C43H78O19P3	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-16:1) [cytoplasm]	C43H76O19P3	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:0, 2-18:1) [cytoplasm]	C43H78O19P3	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-16:1, 2-18:1) [cytoplasm]	C43H76O19P3	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:0, 2-18:1) [cytoplasm]	C45H82O19P3	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate (1-18:1, 2-18:1) [cytoplasm]	C45H80O19P3	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-16:1) [endoplasmic reticulum membrane]	C41H74O19P3	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-16:1) [endoplasmic reticulum membrane]	C41H72O19P3	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-16:1) [endoplasmic reticulum membrane]	C43H78O19P3	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-16:1) [endoplasmic reticulum membrane]	C43H76O19P3	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:0, 2-18:1) [endoplasmic reticulum membrane]	C43H78O19P3	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-16:1, 2-18:1) [endoplasmic reticulum membrane]	C43H76O19P3	nan	nan	nan	None
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:0, 2-18:1) [endoplasmic reticulum membrane]	C45H82O19P3	nan	CHEBI:77279	nan	None
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate (1-18:1, 2-18:1) [endoplasmic reticulum membrane]	C45H80O19P3	nan	nan	nan	None
1,2-diacylglycerol 3-diphosphate (1-16:0, 2-16:1) [vacuolar membrane]	C35H66O11P2	nan	nan	nan	None
1,2-diacylglycerol 3-diphosphate (1-16:1, 2-16:1) [vacuolar membrane]	C35H64O11P2	nan	nan	nan	None
1,2-diacylglycerol 3-diphosphate (1-18:0, 2-16:1) [vacuolar membrane]	C37H70O11P2	nan	nan	nan	None
1,2-diacylglycerol 3-diphosphate (1-18:1, 2-16:1) [vacuolar membrane]	C37H68O11P2	nan	nan	nan	None
1,2-diacylglycerol 3-diphosphate (1-16:0, 2-18:1) [vacuolar membrane]	C37H70O11P2	C13890	CHEBI:34087	nan	1467986489
1,2-diacylglycerol 3-diphosphate (1-16:1, 2-18:1) [vacuolar membrane]	C37H68O11P2	nan	nan	nan	None
1,2-diacylglycerol 3-diphosphate (1-18:0, 2-18:1) [vacuolar membrane]	C39H74O11P2	nan	nan	nan	None
1,2-diacylglycerol 3-diphosphate (1-18:1, 2-18:1) [vacuolar membrane]	C39H72O11P2	nan	nan	nan	None
1,2-diacylglycerol 3-diphosphate (1-16:0, 2-16:1) [Golgi membrane]	C35H66O11P2	nan	nan	nan	None
1,2-diacylglycerol 3-diphosphate (1-16:1, 2-16:1) [Golgi membrane]	C35H64O11P2	nan	nan	nan	None
1,2-diacylglycerol 3-diphosphate (1-18:0, 2-16:1) [Golgi membrane]	C37H70O11P2	nan	nan	nan	None
1,2-diacylglycerol 3-diphosphate (1-18:1, 2-16:1) [Golgi membrane]	C37H68O11P2	nan	nan	nan	None
1,2-diacylglycerol 3-diphosphate (1-16:0, 2-18:1) [Golgi membrane]	C37H70O11P2	C13890	CHEBI:34087	nan	1467986489
1,2-diacylglycerol 3-diphosphate (1-16:1, 2-18:1) [Golgi membrane]	C37H68O11P2	nan	nan	nan	None
1,2-diacylglycerol 3-diphosphate (1-18:0, 2-18:1) [Golgi membrane]	C39H74O11P2	nan	nan	nan	None
1,2-diacylglycerol 3-diphosphate (1-18:1, 2-18:1) [Golgi membrane]	C39H72O11P2	nan	nan	nan	None
1-acyl-sn-glycerol 3-phosphate (16:0) [cytoplasm]	C19H37O7P	C04036	CHEBI:15799	MNXM2455	1467900133
1-monoglyceride (16:0) [cytoplasm]	C19H38O4	nan	CHEBI:134127	nan	None
1-acyl-sn-glycerol 3-phosphate (16:1) [cytoplasm]	C19H35O7P	nan	CHEBI:75070	nan	None
1-monoglyceride (16:1) [cytoplasm]	C19H36O4	nan	CHEBI:134128	nan	None
1-acyl-sn-glycerol 3-phosphate (18:0) [cytoplasm]	C21H41O7P	nan	CHEBI:74850	nan	None
1-monoglyceride (18:0) [cytoplasm]	C21H42O4	nan	CHEBI:134129	nan	None
1-acyl-sn-glycerol 3-phosphate (18:1) [cytoplasm]	C21H39O7P	nan	CHEBI:62837	nan	None
1-monoglyceride (18:1) [cytoplasm]	C21H40O4	nan	CHEBI:134130	nan	None
1-acyl-sn-glycerol 3-phosphate (16:0) [vacuolar membrane]	C19H37O7P	C04036	CHEBI:15799	MNXM2455	1467900133
1-monoglyceride (16:0) [vacuolar membrane]	C19H38O4	nan	CHEBI:134127	nan	None
1-acyl-sn-glycerol 3-phosphate (16:1) [vacuolar membrane]	C19H35O7P	nan	CHEBI:75070	nan	None
1-monoglyceride (16:1) [vacuolar membrane]	C19H36O4	nan	CHEBI:134128	nan	None
1-acyl-sn-glycerol 3-phosphate (18:0) [vacuolar membrane]	C21H41O7P	nan	CHEBI:74850	nan	None
1-monoglyceride (18:0) [vacuolar membrane]	C21H42O4	nan	CHEBI:134129	nan	None
1-acyl-sn-glycerol 3-phosphate (18:1) [vacuolar membrane]	C21H39O7P	nan	CHEBI:62837	nan	None
1-monoglyceride (18:1) [vacuolar membrane]	C21H40O4	nan	CHEBI:134130	nan	None
1-acyl-sn-glycerol 3-phosphate (16:0) [Golgi membrane]	C19H37O7P	C04036	CHEBI:15799	MNXM2455	1467900133
1-monoglyceride (16:0) [Golgi membrane]	C19H38O4	nan	CHEBI:134127	nan	None
1-acyl-sn-glycerol 3-phosphate (16:1) [Golgi membrane]	C19H35O7P	nan	CHEBI:75070	nan	None
1-monoglyceride (16:1) [Golgi membrane]	C19H36O4	nan	CHEBI:134128	nan	None
1-acyl-sn-glycerol 3-phosphate (18:0) [Golgi membrane]	C21H41O7P	nan	CHEBI:74850	nan	None
1-monoglyceride (18:0) [Golgi membrane]	C21H42O4	nan	CHEBI:134129	nan	None
1-acyl-sn-glycerol 3-phosphate (18:1) [Golgi membrane]	C21H39O7P	nan	CHEBI:62837	nan	None
1-monoglyceride (18:1) [Golgi membrane]	C21H40O4	nan	CHEBI:134130	nan	None
ergosteryl palmitoleate [lipid particle]	C44H72O2	nan	CHEBI:52378	MNXM52467	1468182323
H2O [lipid particle]	H2O	C00001	CHEBI:15377	MNXM2	1467879801
ergosteryl oleate [lipid particle]	C46H76O2	nan	CHEBI:52377	MNXM52466	1468182315
episteryl palmitoleate [lipid particle]	C44H74O2	nan	CHEBI:52376	MNXM52369	1468182307
episterol [lipid particle]	C28H46O	C15777	CHEBI:23929	MNXM52365	1468004597
episteryl oleate [lipid particle]	C46H78O2	nan	CHEBI:52375	MNXM52367	1468182299
fecosteryl palmitoleate [lipid particle]	C44H74O2	nan	CHEBI:52380	MNXM53171	1468182339
fecosteryl oleate [lipid particle]	C46H78O2	nan	CHEBI:52379	MNXM53170	1468182331
lanosteryl palmitoleate [lipid particle]	C46H78O2	nan	CHEBI:52383	MNXM59727	1468182363
lanosterol [lipid particle]	C30H50O	C01724	CHEBI:16521	MNXM482	1467882950
lanosteryl oleate [lipid particle]	C48H82O2	nan	CHEBI:52382	MNXM59726	1468182355
zymosteryl palmitoleate [lipid particle]	C43H72O2	nan	CHEBI:52385	MNXM89473	1468182379
zymosteryl oleate [lipid particle]	C45H76O2	nan	CHEBI:52384	MNXM89472	1468182371
zymosteryl palmitoleate [cell envelope]	C43H72O2	nan	CHEBI:52385	MNXM89473	1468182379
zymosteryl oleate [cell envelope]	C45H76O2	nan	CHEBI:52384	MNXM89472	1468182371
1-monoglyceride (16:0) [lipid particle]	C19H38O4	nan	CHEBI:134127	nan	None
1-monoglyceride (16:1) [lipid particle]	C19H36O4	nan	CHEBI:134128	nan	None
1-monoglyceride (18:0) [lipid particle]	C21H42O4	nan	CHEBI:134129	nan	None
1-monoglyceride (18:1) [lipid particle]	C21H40O4	nan	CHEBI:134130	nan	None
diglyceride (1-16:0, 2-18:1) [mitochondrion]	C37H70O5	nan	CHEBI:88454	nan	None
1-monoglyceride (16:0) [mitochondrion]	C19H38O4	nan	CHEBI:134127	nan	None
oleate [mitochondrion]	C18H33O2	C00712	CHEBI:30823	MNXM306	1467873776
diglyceride (1-16:1, 2-18:1) [mitochondrion]	C37H68O5	nan	CHEBI:88500	nan	None
1-monoglyceride (16:1) [mitochondrion]	C19H36O4	nan	CHEBI:134128	nan	None
diglyceride (1-18:0, 2-18:1) [mitochondrion]	C39H74O5	nan	CHEBI:75468	nan	1468098522
1-monoglyceride (18:0) [mitochondrion]	C21H42O4	nan	CHEBI:134129	nan	None
diglyceride (1-18:1, 2-18:1) [mitochondrion]	C39H72O5	nan	CHEBI:52333	nan	None
1-monoglyceride (18:1) [mitochondrion]	C21H40O4	nan	CHEBI:134130	nan	None
glycerol [lipid particle]	C3H8O3	C00116	CHEBI:17754	MNXM89612	1467867087
1-acylglycerophosphoethanolamine (16:0) [lipid particle]	C21H44NO7P	nan	CHEBI:90452	nan	None
phosphatidylethanolamine (1-16:0, 2-18:1) [lipid particle]	C39H76NO8P	nan	CHEBI:136148	nan	None
1-acylglycerophosphoethanolamine (16:1) [lipid particle]	C21H42NO7P	nan	nan	nan	None
phosphatidylethanolamine (1-16:1, 2-18:1) [lipid particle]	C39H74NO8P	nan	CHEBI:90464	nan	None
1-acylglycerophosphoethanolamine (18:0) [lipid particle]	C23H48NO7P	nan	CHEBI:64576	nan	None
phosphatidylethanolamine (1-18:0, 2-18:1) [lipid particle]	C41H80NO8P	nan	CHEBI:136162	nan	None
1-acylglycerophosphoethanolamine (18:1) [lipid particle]	C23H46NO7P	nan	CHEBI:64575	nan	None
phosphatidylethanolamine (1-18:1, 2-18:1) [lipid particle]	C41H78NO8P	nan	CHEBI:136170	nan	None
phosphatidylcholine (1-16:0, 2-16:1) [lipid particle]	C40H78NO8P	nan	CHEBI:134592	nan	None
1-acylglycerophosphocholine (16:0) [lipid particle]	C24H50NO7P	nan	nan	nan	None
phosphatidylcholine (1-16:1, 2-16:1) [lipid particle]	C40H76NO8P	nan	CHEBI:134637	nan	None
1-acylglycerophosphocholine (16:1) [lipid particle]	C24H48NO7P	nan	nan	nan	None
phosphatidylcholine (1-18:0, 2-16:1) [lipid particle]	C42H82NO8P	nan	CHEBI:86097	nan	1468346691
1-acylglycerophosphocholine (18:0) [lipid particle]	C26H54NO7P	nan	nan	nan	None
phosphatidylcholine (1-18:1, 2-16:1) [lipid particle]	C42H80NO8P	nan	CHEBI:86100	nan	1468346715
1-acylglycerophosphocholine (18:1) [lipid particle]	C26H52NO7P	C03916	ChEBI:28610	nan	1467899329
phosphatidylcholine (1-16:0, 2-18:1) [lipid particle]	C42H82NO8P	nan	CHEBI:134594	nan	None
phosphatidylcholine (1-16:1, 2-18:1) [lipid particle]	C42H80NO8P	nan	CHEBI:84811	nan	1468337716
phosphatidylcholine (1-18:0, 2-18:1) [lipid particle]	C44H86NO8P	nan	CHEBI:75034	nan	1468098297
phosphatidylcholine (1-18:1, 2-18:1) [lipid particle]	C44H84NO8P	nan	CHEBI:74669	nan	None
phosphatidylethanolamine (1-16:0, 2-16:1) [lipid particle]	C37H72NO8P	nan	CHEBI:136147	nan	None
phosphatidylethanolamine (1-16:1, 2-16:1) [lipid particle]	C37H70NO8P	nan	CHEBI:138792	nan	None
phosphatidylethanolamine (1-18:0, 2-16:1) [lipid particle]	C39H76NO8P	nan	CHEBI:136155	nan	None
phosphatidylethanolamine (1-18:1, 2-16:1) [lipid particle]	C39H74NO8P	nan	CHEBI:82837	nan	None
ergosterol ester backbone [endoplasmic reticulum membrane]	C28H42	nan	CHEBI:52320	MNXM5739	1569603116
phosphatidyl-L-serine backbone [endoplasmic reticulum membrane]	C6H10NO6P	C02737	nan	MNXM221	631799096
phosphatidylcholine backbone [endoplasmic reticulum membrane]	C8H16NO3P	C00157	nan	MNXM96952	1467867656
phosphatidylethanolamine backbone [endoplasmic reticulum membrane]	C5H10NO4P	C00350	nan	MNXM115	1467869969
triglyceride backbone [endoplasmic reticulum membrane]	C3H2	C00422	nan	MNXM248	1467870792
heme a [cytoplasm]	C49H54FeN4O6	C15670	CHEBI:24479	MNXM53309	1468003528
raffinose [extracellular]	C18H32O16	C00492	CHEBI:16634	MNXM621	1467871527
melibiose [extracellular]	C12H22O11	C05402	CHEBI:28053	MNXM1434	1467868895
protein [cytoplasm]	nan	nan	nan	MNXM621	1467871527
carbohydrate [cytoplasm]	nan	nan	nan	MNXM1434	1467868895
RNA [cytoplasm]	nan	nan	nan	nan	None
DNA [cytoplasm]	nan	nan	nan	nan	None
ceramide backbone [Golgi]	HNO2	nan	nan	nan	None
ceramide backbone [cytoplasm]	HNO2	nan	nan	nan	None
inositol phosphomannosylinositol phosphoceramide backbone [cytoplasm]	C18H33NO23P2	nan	CHEBI:62682	nan	None
inositol-P-ceramide backbone [cytoplasm]	C6H12NO10P	nan	CHEBI:60245	nan	None
mannosylinositol phosphorylceramide backbone [cytoplasm]	C12H22NO15P	nan	CHEBI:25168	nan	1569592576
long-chain base backbone [endoplasmic reticulum]	H4N	nan	nan	nan	None
long-chain base backbone [cytoplasm]	H4N	nan	nan	nan	None
long-chain base phosphate backbone [endoplasmic reticulum]	H3NO3P	nan	nan	nan	None
long-chain base phosphate backbone [cytoplasm]	H3NO3P	nan	nan	nan	None
phosphatidate backbone [endoplasmic reticulum membrane]	C3H5O4P	nan	nan	nan	None
phosphatidate backbone [cytoplasm]	C3H5O4P	nan	nan	nan	None
diglyceride backbone [endoplasmic reticulum membrane]	C3H4O	C00165	nan	nan	1467867772
diglyceride backbone [cytoplasm]	C3H4O	C00165	nan	nan	1467867772
sn-2-acyl-1-lysophosphatidylinositol backbone [endoplasmic reticulum membrane]	C9H11O10P	nan	nan	nan	None
sn-2-acyl-1-lysophosphatidylinositol backbone [cytoplasm]	C9H11O10P	nan	nan	nan	None
phosphatidylglycerol backbone [mitochondrial membrane]	C6H11O6P	nan	nan	nan	None
phosphatidylglycerol backbone [cytoplasm]	C6H11O6P	nan	nan	nan	None
cardiolipin backbone [mitochondrial membrane]	C9H14O9P2	nan	nan	nan	None
cardiolipin backbone [cytoplasm]	C9H14O9P2	nan	nan	nan	None
C16:0 chain [cytoplasm]	C16H32O2	nan	nan	nan	None
C16:1 chain [cytoplasm]	C16H30O2	nan	nan	nan	None
C18:0 chain [cytoplasm]	C18H36O2	nan	nan	nan	None
C18:1 chain [cytoplasm]	C18H34O2	nan	nan	nan	None
C24:0 chain [cytoplasm]	C24H48O2	nan	nan	nan	None
C26:0 chain [cytoplasm]	C26H52O2	nan	nan	nan	None
lipid backbone [cytoplasm]	nan	nan	nan	nan	None
lipid chain [cytoplasm]	nan	nan	nan	nan	None
Cytochrome c [mitochondrion]	C40H40FeN6O6S2	C00524	CHEBI:83739	nan	1467867230
Apocytochrome c [mitochondrion]	C6H10N2O2S2	C02248	CHEBI:15697	MNXM2100	1467887434
diacetyl [cytoplasm]	C4H6O2	C00741	CHEBI:16583	MNXM1467	1467874065
(R)-acetoin [nucleus]	C4H8O2	C00810	CHEBI:15686	MNXM664	1467871215
diacetyl [nucleus]	C4H6O2	C00741	CHEBI:16583	MNXM1467	1467874065
NADH [nucleus]	C21H28N7O14P2	C00004	CHEBI:57945	MNXM10	1467865563
L-glutamyl-tRNA(Gln) [mitochondrion]	C20H28N6O13PR	C06112	CHEBI:29165	MNXM91213	1467892803
L-glutamine [mitochondrion]	C5H10N2O3	C00064	CHEBI:18050	MNXM37	1467866374
Gln-tRNA(Gln) [mitochondrion]	C20H29N7O12PR	C02282	CHEBI:29166	MNXM89810	1467887688
Met-Ala [vacuole]	C8H16N2O3S	nan	CHEBI:73610	nan	1469389842
L-methionine [vacuole]	C5H11NO2S	C00073	CHEBI:16643	MNXM61	1467866492
L-alanine [vacuole]	C3H7NO2	C00041	CHEBI:16977	MNXM32	1467866080
ADP-D-ribose 1''-phosphate [cytoplasm]	C15H21N5O17P3	nan	CHEBI:58753	nan	1468168358
ADP-ribose [cytoplasm]	C15H22N5O14P2	C00301	CHEBI:57967	MNXM48596	1467869403
quinone [cytoplasm]	C6H4O2	C00472	CHEBI:16509	MNXM769	1467871275
1,4-benzosemiquinone [cytoplasm]	C6H6O2	nan	CHEBI:17977	nan	1467888528
UDP-N-acetyl-alpha-D-glucosamine [endoplasmic reticulum]	C17H25N3O17P2	C00043	CHEBI:57705	MNXM47	1467866112
N-Acetyl-D-glucosaminyldiphosphodolichol [endoplasmic reticulum]	C28H51NO12P2	C04500	CHEBI:18278	MNXM818	1467903389
UDP [endoplasmic reticulum]	C9H12N2O12P2	C00015	CHEBI:58223	MNXM17	1467865718
N,N'-Chitobiosyldiphosphodolichol [endoplasmic reticulum]	C36H64N2O17P2R	nan	nan	nan	None
D-ribofuranose 5-phosphate [cytoplasm]	C5H9O8P	nan	CHEBI:78346	nan	1467867103
Oxalate [peroxisome]	C2O4	C00209	CHEBI:30623	MNXM291	1467868344
Oxalyl-CoA [peroxisome]	C23H32N7O19P3S	C00313	CHEBI:57388	MNXM618	1467869559
G00171 [endoplasmic reticulum]	C86H142N4O67R	nan	nan	nan	None
D-glucose [endoplasmic reticulum]	C6H12O6	C00031	CHEBI:4167	MNXM41	1467865936
G00010 [endoplasmic reticulum]	C80H132N4O62R	nan	nan	nan	None
G00011 [endoplasmic reticulum]	C74H122N4O57R	nan	nan	nan	None
sodium [vacuole]	Na	C01330	CHEBI:29101	MNXM27	1467879821
potassium [vacuole]	K	C00238	CHEBI:29103	MNXM95	1467868704
chloride [vacuole]	Cl	C00698	CHEBI:17996	MNXM43	1467879788
chloride [cytoplasm]	Cl	C00698	CHEBI:17996	MNXM43	1467879788
D-fructose [vacuole]	C6H12O6	C00095	CHEBI:15824	MNXM175	1467866805
D-galactose [vacuole]	C6H12O6	C00124	CHEBI:4139	MNXM390	1467865936
UMP [endoplasmic reticulum]	C9H11N2O9P	C00105	CHEBI:57865	MNXM80	1467866945
cadmium(2+) [cytoplasm]	Cd	nan	CHEBI:48775	nan	1468093323
cadmium(2+) [extracellular]	Cd	nan	CHEBI:48775	nan	1468093323
(sulfur carrier)-H [mitochondrion]	R	nan	nan	nan	None
L-cysteine [mitochondrion]	C3H7NO2S	C00097	CHEBI:17561	MNXM55	1467866836
(sulfur carrier)-SH [mitochondrion]	SR	nan	nan	nan	None
cholesterol [endoplasmic reticulum]	C27H46O	C00187	CHEBI:16113	MNXM103	1467868045
cholesterol [endoplasmic reticulum membrane]	C27H46O	C00187	CHEBI:16113	MNXM103	1467868045
3-chlorobenzyl alcohol [cytoplasm]	C7H7OCl	nan	nan	nan	1469439750
3-chlorobenzaldehyde [cytoplasm]	C7H5OCl	nan	nan	nan	1469439657
3-hydroxybenzyl alcohol [cytoplasm]	C7H8O2	C03351	CHEBI:17069	MNXM2785	1467895518
3-hydroxybenzaldehyde [cytoplasm]	C7H6O2	C03067	CHEBI:16207	MNXM2483	1467893455
3-methylbenzyl alcohol [cytoplasm]	C8H10O	C07216	CHEBI:27995	MNXM3486	1467924724
3-methylbenzaldehyde [cytoplasm]	C8H8O	C07209	CHEBI:28476	MNXM4040	1467924631
4-isopropylbenzyl alcohol [cytoplasm]	C10H14O	nan	CHEBI:27628	nan	1467919272
p-cumic aldehyde [cytoplasm]	C10H12O	C06577	CHEBI:28671	MNXM5879	1467919284
4-methylbenzyl alcohol [cytoplasm]	C8H10O	C06757	CHEBI:1895	MNXM3500	1467921003
4-methylbenzaldehyde [cytoplasm]	C8H8O	C06758	CHEBI:28617	MNXM4077	1467921016
benzyl alcohol [cytoplasm]	C7H8O	C00556	CHEBI:17987	MNXM562	1467872290
benzaldehyde [cytoplasm]	C7H6O	C00261	CHEBI:17169	MNXM371	1467868131
Mn(2+) [cytoplasm]	Mn	C19610	CHEBI:29035	MNXM2255	1468038977
Mn(2+) [endoplasmic reticulum]	Mn	C19610	CHEBI:29035	MNXM2255	1468038977
Mannitol [cytoplasm]	C6H14O6	C00392	CHEBI:16899	MNXM615	1467870443
4-hydroxy-4-methyl-2-oxoglutarate [cytoplasm]	C6H6O6	C06033	CHEBI:58276	MNXM2196	1467914354
L-methionine (S)-S-oxide [cytoplasm]	C5H11NO3S	C15999	CHEBI:49031	MNXM2246	1467892817
tRNA(Pro) [mitochondrion]	R	C01649	CHEBI:29177	MNXM90667	None
Pro-tRNA(Pro) [mitochondrion]	C5H8NOR	C02702	CHEBI:29154	MNXM247	1467890709
5-oxo-L-proline [cytoplasm]	C5H6NO3	C01879	CHEBI:58402	MNXM964	1467884369
4a-Hydroxytetrahydrobiopterin [mitochondrion]	C9H15N5O4	C15522	CHEBI:15642	MNXM31340	1468002169
Dihydrobiopterin [mitochondrion]	C9H13N5O3	C00268	CHEBI:20680	nan	1467869105
superoxide [mitochondrion]	HO2	C00704	CHEBI:18421	MNXM330	1467873714
2-deoxy-D-glucose 6-phosphate [cytoplasm]	C6H11O8P	C06369	CHEBI:84760	MNXM3809	1467917177
2-deoxy-D-glucose [cytoplasm]	C6H12O5	C00586	CHEBI:84755	MNXM2925	1467872597
[cytochrome c]-L-lysine [cytoplasm]	C6H13N2O	nan	CHEBI:29969	nan	None
[cytochrome c]-N6-methyl-L-lysine [cytoplasm]	C7H15N2O	nan	CHEBI:61929	nan	None
S-adenosyl-L-methionine [nucleus]	C15H24N6O5S	C00019	CHEBI:67040	MNXM16	382536806
L-lysine-[histone] [nucleus]	C6H13N2OR2	nan	CHEBI:29969	nan	None
S-adenosyl-L-homocysteine [nucleus]	C14H21N6O5S	C00021	CHEBI:16680	MNXM19	1467865798
N6-methyl-L-lysine-[histone] [nucleus]	C7H15N2OR2	nan	CHEBI:61929	nan	None
Zn(2+) [cytoplasm]	Zn	C00038	CHEBI:29105	MNXM149	1467866041
Zn(2+) [endoplasmic reticulum]	Zn	C00038	CHEBI:29105	MNXM149	1467866041
Ferricytochrome b5 [endoplasmic reticulum]	Fe	C00996	CHEBI:18097	MNXM1083	None
Ferrocytochrome b5 [endoplasmic reticulum]	Fe	C00999	nan	nan	None
Ferricytochrome b5 [mitochondrion]	Fe	C00996	CHEBI:18097	MNXM1083	None
Ferrocytochrome b5 [mitochondrion]	Fe	C00999	nan	nan	None
(S)-benzoin [cytoplasm]	C14H12O2	C20227	nan	nan	1467880318
benzil [cytoplasm]	C14H10O2	C20226	CHEBI:51507	MNXM2349	1468043820
RX [endoplasmic reticulum]	RX	C01322	CHEBI:17792	MNXM6428	60663065
glutathione [endoplasmic reticulum]	C10H16N3O6S	C00051	CHEBI:57925	MNXM57	1467866214
HX [endoplasmic reticulum]	X	C00462	CHEBI:16042	nan	1467869030
R-S-glutathione [endoplasmic reticulum]	C10H16N3O6SR	C02320	CHEBI:17021	MNXM3350	1467887964
RX [cytoplasm]	RX	C01322	CHEBI:17792	MNXM6428	60663065
HX [cytoplasm]	X	C00462	CHEBI:16042	nan	1467869030
R-S-glutathione [cytoplasm]	C10H16N3O6SR	C02320	CHEBI:17021	MNXM3350	1467887964
L-Methionine S-oxide [cytoplasm]	C5H11NO3S	C02989	CHEBI:17016	MNXM2246	1467892817
